ProductName,Current_Price,MRP,Proccessor,Ram,Storage
ASUS Core i5 11th Gen,45990,65990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
acer Swift 5 Core i5 8th Gen,69351,87999,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,512 GB SSD
realme Book(Slim) Intel Evo Core i5 11th Gen,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen)
Lenovo Core i3 10th Gen,38980,56800,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD
acer Aspire 5 Core i5 11th Gen,60990,69999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Ryzen 5 Hexa Core,67490,84879,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
Lenovo Ryzen 5 Hexa Core 5600H,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD
DELL Core i5 11th Gen,62490,75325,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Inspiron Core i3 10th Gen,46400,56200,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP Pavilion Intel Core i3 11th Gen,54490,65628,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
acer Aspire 3 Core i3 11th Gen,39244,50000,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD
ASUS VivoBook 15 (2022) Core i3 11th Gen,39990,54990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS Pentium Quad Core,25990,30990,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,1 TB HDD
Infinix X1 Slim Series Core i5 10th Gen,44990,59999,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,60490,85290,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo Core i3 11th Gen,37490,49096,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD
DELL Inspiron Pentium Quad Core,35500,43000,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,256 GB SSD
Lenovo Core i3 10th Gen,37890,48900,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
ASUS Vivobook Gaming Core i7 10th Gen,65990,88990,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS TUF GAMING A15 Ryzen 5 Hexa Core 4600H,65990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,63990,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD
ASUS VivoBook 15 Ryzen 3 Dual Core AMD R3,26990,42990,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
Lenovo IdeaPad 3 Core i3 10th Gen,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
MSI GF63 Thin Core i5 11th Gen,59990,83990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
acer Ryzen 3 Dual Core 3250U,29990,43999,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
HP Pavilion Core i5 11th Gen,64990,87717,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
realme Book(Slim) Intel Evo Core i5 11th Gen,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen)
ASUS Vivobook 11 Celeron Dual Core,24990,28990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 inch) Display
MSI Modern 14 Core i5 10th Gen,43990,61990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS VivoBook Flip 14 Core i5 11th Gen,69990,82990,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD
Lenovo Ryzen 5 Hexa Core 5600H,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD
HP Ryzen 3 Quad Core 5th Gen,40490,47870,AMD Ryzen 3 Quad Core Processor (5th Gen),8 GB DDR4 RAM,256 GB SSD
HP HP Pavilion Ryzen 5 Hexa Core AMD R5,66990,76020,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
acer Aspire 5 Core i5 11th Gen,47130,54999,Free upgrade to Windows 11 when available,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System
acer Nitro 5 Ryzen 5 Hexa Core 5600H,68990,99999,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|512 GB SSD
SAMSUNG Galaxy Book2 Core i5 12th Gen,69990,88990,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD
DELL Inspiron Ryzen 5 Hexa Core 5625U,59999,75828,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
HP Pavilion Ryzen 5 Hexa Core 5500U,64490,74839,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
DELL Insprion 3511 Core i3 11th Gen,41990,52800,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD
DELL Vostro Ryzen 5 Hexa Core 5625U,63331,76473,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
HP G8 Ryzen 3 Dual Core AMD Ryzen 3 3250U 3rd Gen,28790,40528,AMD Ryzen 3 Dual Core Processor (3rd Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 5 Pro Core i5 11th Gen,69000,113290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Infinix X1 Slim Series Core i3 10th Gen,35990,49999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,256 GB SSD
HP Pavilion x360 Core i3 12th Gen,59990,65628,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Infinix X1 Slim Series Core i7 10th Gen,54990,69999,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X RAM,512 GB SSD
DELL Inspiron Ryzen 5 Hexa Core 5625U,51990,64981,Processor: Ryzen R5-5625U (Base- 2.30 GHz & Turbo up to 4.30 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,"15.6"" FHD WVA AG Narrow Border 120Hz 250 nits"
Lenovo IdeaPad 3 Core i3 10th Gen,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
ASUS VivoBook Flip 14 Core i5 11th Gen,69990,82990,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD
DELL Vostro Ryzen 5 Hexa Core 5625U,63331,76473,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
HP 15s Core i3 10th Gen,40250,43090,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD
realme Book(Slim) Intel Evo Core i5 11th Gen,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen)
Lenovo Intel Core i5 11th Gen,68990,99290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
Lenovo Athlon Dual Core 3050U,18990,29999,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,256 GB SSD
HP Celeron Dual Core,25999,36965,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
DELL Inspiron 3511 Core i3 11th Gen,46890,60371,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Infinix X1 Slim Series Core i3 10th Gen,35990,49999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,256 GB SSD
HP 15s Intel Core i5 11th Gen,54450,70171,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Insprion Core i7 7th Gen,61658,69999,Microsoft Office Home & Student 2016,Intel Core i7 Processor (7th Gen),64 bit Windows 10 Operating System
HP Pavilion Intel Core i5 11th Gen,69490,85837,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS TUF GAMING A15 Ryzen 5 Hexa Core 4600H,65990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD
ASUS Ryzen 5 Hexa Core,69092,75500,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
DELL Core i3 12th Gen,64490,81586,Intel Core i3 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD
Infinix INBook X2 Plus Core i5 11th Gen,47990,54990,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD
DELL Core i5 11th Gen,68866,88400,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
HP Pavilion Ryzen 5 Hexa Core 5625U,63490,73532,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
HP Pavilion Ryzen 5 Hexa Core 5500U,64490,74839,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS Vivobook 11 Celeron Dual Core,24990,28990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 inch) Display
acer Aspire 3 Ryzen 3 Dual Core R33250U,34630,49999,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,1 TB HDD
Vaio SE Series Core i5 8th Gen,62890,84690,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Core i5 11th Gen,60790,81227,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 10th Gen,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
DELL Inspiron 3505 Ryzen 7 Quad Core 3700U,71000,0,AMD Ryzen 7 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
acer Aspire 3 Pentium Quad Core,37990,0,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,256 GB SSD
ASUS Core i3 11th Gen,42990,58990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
realme Book(Slim) Intel Evo Core i5 11th Gen,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen)
HP 430 G8 Core i5 11th Gen,68841,98000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP 15,58500,70172,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
HP Laptop Core i3 11th Gen,43650,51449,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Ryzen 5 Hexa Core 5600H,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD
ASUS Vivobook 15 Core i3 11th Gen,36500,52990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Core i3 11th Gen,37990,57990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
HP Ryzen 3 Dual Core 3250U,29997,43628,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD
acer Chromebook Celeron Dual Core,24490,27000,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 inch) Display
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,60490,83890,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
HP Pavilion Ryzen 5 Hexa Core 5500U,56960,67931,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Vostro Ryzen 5 Hexa Core 5625U,61088,79292,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
ASUS Chromebook Flip Touch Celeron Dual Core,24990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display
HP Core i3 11th Gen,42490,52890,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD
acer Aspire 5 Core i5 8th Gen,59990,62511,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD
Lenovo B50,52490,0,Intel Core i5 Processor (4th Gen),8 GB DDR3 RAM,1 TB HDD
DELL Inspiron 3501 Core i3 10th Gen,41890,55534,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD
ASUS Vivobook 15 Core i5 12th Gen,58990,70990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
HP Laptop Ryzen 3 Quad Core 5300U,39990,48419,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Vostro Ryzen 5 Hexa Core 5625U,61088,79292,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 10th Gen,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
DELL Vostro 3000 Core i5 8th Gen,45126,45174,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD
Lenovo B50,52490,0,Intel Core i5 Processor (4th Gen),8 GB DDR3 RAM,1 TB HDD
HP Pavilion Intel Core i3 11th Gen,58888,69276,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
realme Book(Slim) Intel Evo Core i5 11th Gen,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad Core i3 11th Gen,37990,57990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
HP 15s Ryzen 3 Quad Core 5300U,40499,52900,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Flex 3 Chromebook Celeron Dual Core,28490,40490,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 inch) Touchscreen Display
acer Aspire 3 Core i3 11th Gen,42490,49999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP 14s Ryzen 5 Quad Core 3500U 3rd Gen,49290,53238,AMD Ryzen 5 Quad Core Processor (3rd Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP 15q Ryzen 5 Quad Core 2500U,24990,46412,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 RAM,1 TB HDD
acer Chromebook Celeron Dual Core,24490,27000,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 inch) Display
ASUS Core i3 11th Gen,42990,58990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
acer Aspire 5 Core i5 8th Gen,59990,62511,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,60490,83890,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
Vaio SE Series Core i5 8th Gen,62890,84690,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS TUF Gaming F15 Core i5 10th Gen,61986,77990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
HP Pavilion Ryzen 5 Hexa Core 5500U,54360,70419,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Core i5 5th Gen,68990,69500,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)
Lenovo Ideapad 520 Core i5 8th Gen,64821,79090,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,2 TB HDD
Lenovo Ideapad 330s Core i5 8th Gen,56990,62594,Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,1 TB HDD
HP Laptop Ryzen 3 Quad Core 5300U,40960,50565,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
Infinix ZERO BOOK Series Laptop Intel Core i7 12th Gen,64990,99990,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,512 GB SSD
MSI GF63 Thin Core i7 10th Gen,63990,83990,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo IdeaPad 3 Core i3 10th Gen,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,86500,92990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD
acer Aspire 7 Core i5 9th Gen,57090,84999,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,57990,78290,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
realme Book(Slim) Intel Evo Core i5 11th Gen,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen,47500,51000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD
DELL Vostro Core i5 11th Gen,59990,68859,Processor: 11th Generation Intel Core i5-1135G7 Processor (8MB Cache, up to 4.2 GHz),
Avita Liber Core i5 10th Gen,38490,52990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD
HP Ryzen 3 Dual Core,36600,42150,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB HDD
HP Envy Core i5 8th Gen,69990,0,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)
SAMSUNG Core i5 12th Gen,63990,70990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD
Primebook 4G Enabled Android Based MediaTek Kompanio 500,24990,0,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display
HP Core i3 11th Gen,43500,51812,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
DELL Inspiron 3510 Pentium Quad Core 11th Gen,35500,40000,Intel Pentium Quad Core Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD
ASUS EeeBook 12 Celeron Dual Core 4th Gen,20990,25990,Intel Celeron Dual Core Processor (4th Gen),4 GB DDR4 RAM,29.46 cm (11.6 inch) Display
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,56990,76890,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD
HP 14s Core i3 11th Gen,45450,53823,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS VivoBook S14 Core i7 8th Gen,67990,98990,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS EeeBook 12 Celeron Dual Core,21990,27990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 Inch) Display
HP Core i5 11th Gen,51890,65444,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
MSI GF63 Thin Core i5 10th Gen,54450,72990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD
HP 15s Core i3 10th Gen,41990,44908,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD
HP Ryzen 3 Dual Core,36600,42150,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB HDD
acer P2 Series Core i5 10th Gen,47990,59500,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD
realme Book(Slim) Intel Evo Core i5 11th Gen,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen)
ASUS Core i5 12th Gen,56490,71000,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Ideapad S340 Core i3 10th Gen,42490,58490,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD
ASUS ExpertBook P1 Core i3 10th Gen,32990,39990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD
Lenovo Ryzen 5 Hexa Core 5600H,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD
Ultimus S152 Celeron Dual Core,23990,29999,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,256 GB SSD
ASUS Chromebook Celeron Dual Core,18990,22990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display
HP 14s Intel Pentium Quad Core,29890,39288,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD
ASUS Pentium Quad Core 10th Gen,39500,69500,Intel Pentium Quad Core Processor (10th Gen),4 GB DDR4 RAM,128 GB SSD
DELL Core i5 11th Gen,67989,88546,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
ASUS Vivobook Core i3 11th Gen,34990,44990,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD
HP Pavilion Intel Core i5 11th Gen,66890,86500,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo Intel Core i5 11th Gen,68989,99290,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD
DELL Core i3 11th Gen,45990,61202,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
ASUS Zenbook 13 Intel EVO Core i5 11th Gen,65900,90000,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD
ASUS Vivobook 15 Core i5 10th Gen,50000,59999,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD
HP Victus Ryzen 5 Hexa Core 5600H,68400,76021,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD
DELL Inspiron Core i5 11th Gen,67990,88999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP 15s Ryzen 3 Dual Core 3250U,44990,48248,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD
Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U,65900,89990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD
acer Travelmate Core i5 11th Gen,61990,85000,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD
ASUS Ryzen 5 Quad Core 3500U,45490,56990,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD
Lenovo Core i3 11th Gen,34499,52150,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
HP 14s Intel Core i5 11th Gen,61999,81000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo IdeaPad 3 Core i3 10th Gen,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD
Lenovo Athlon Dual Core 3050U,18990,36000,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,1 TB HDD
DELL Inspiron Core i3 11th Gen,46890,58567,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD
HP 14s Intel Core i3 11th Gen,47199,53000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
realme Book(Slim) Intel Evo Core i5 11th Gen,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen)
DELL Inspiron Core i5 11th Gen,55990,76000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD
Lenovo ThinkBook 13s Core i5 11th Gen,67990,121608,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB SSD
DELL Core i5 11th Gen,69990,95990,Processor: i5-11260H (Base: 2.60 GHz up to 4.40 GHz) 12MB Cache,RAM & Storage: 16GB DDR4 (2 DIMM Slots) 512GB SSD,"Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border"
Lenovo Ryzen 5 Hexa Core 5600H,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD
